Animal ID,Name,Species,Primary Breed,Age Group,Location,Intake Date,Intake Type,OutCome Date,OutCome Type,Days in Custody,Days on Site,Days Available
GPG-A-30,Remy,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,01/03/2013,Stray,09/03/2019,Adoption,2435,2427,9
GPG-A-32,Dory,Dog,"Shepherd, German",Adult Dog (6 months+),Euthanasia,01/26/2014,Stray,03/31/2020,Euthanasia,2257,2039,9
GPG-A-34,Pumpkin,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,02/01/2015,Stray,07/09/2020,Adoption,1986,1668,319
GPG-A-35,Cowboy,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,10/10/2015,Stray,12/04/2019,Adoption,1517,1417,98
GPG-A-37,Connor,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,02/16/2016,Owner/Guardian Surrender,05/26/2020,Adoption,1562,1288,275
GPG-A-38,Reilly,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,02/18/2016,Transfer In,02/12/2020,Adoption,1456,1290,171
GPG-A-39,Ivy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/24/2016,Owner/Guardian Surrender,05/21/2020,Adoption,1367,1098,270
GPG-A-40,Lefty,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,01/10/2017,Transfer In,12/30/2019,Adoption,1085,959,127
GPG-A-33,Bowie,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,03/20/2017,Transfer In,08/24/2020,Adoption,1254,898,365
GPG-A-42,Tinkerbell,Dog,"Terrier, Staffordshire Bull",Adult Dog (6 months+),Adopted,08/13/2017,Stray,06/23/2020,Adoption,1046,747,302
GPG-A-44,Sonnie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,11/16/2017,Transfer In,09/09/2019,Adoption,663,649,15
GPG-A-45,Lilly,Dog,Boxer,Adult Dog (6 months+),Adopted,01/03/2018,Transfer In,10/04/2019,Adoption,640,605,40
GPG-A-46,Tiffanie,Dog,"Malinois, Belgian",Adult Dog (6 months+),Adopted,01/15/2018,Owner/Guardian Surrender,12/04/2019,Adoption,689,589,101
GPG-A-47,Percy,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,01/25/2018,Transfer In,09/17/2019,Adoption,601,579,22
GPG-A-49,Renoir,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,02/20/2018,Owner/Guardian Surrender,09/21/2019,Adoption,579,553,27
GPG-A-252,Charm,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,03/14/2018,Stray,10/18/2019,Adoption,583,0,583
GPG-A-51,Alicia - C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,09/09/2018,Stray,09/16/2019,Adoption,373,352,22
GPG-A-53,Jelly Bean,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,09/20/2018,Transfer In,12/20/2019,Adoption,457,357,457
GPG-A-54,Seattle,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,10/09/2018,Stray,10/03/2019,Adoption,360,325,39
GPG-A-48,Ducky-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,10/17/2018,Born In Care,01/16/2020,Adoption,457,314,143
GPG-A-55,Boyer,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,11/27/2018,Transfer In,10/22/2019,Adoption,330,273,57
GPG-A-52,Al,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,12/25/2018,Owner/Guardian Surrender,06/20/2020,Adoption,544,285,300
GPG-A-43,Glo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,01/23/2019,Stray,12/09/2019,Adoption,321,216,106
GPG-A-56,McClain,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,01/28/2019,Owner/Guardian Surrender,02/14/2020,Adoption,383,248,172
GPG-A-1,Henry,Dog,Mixed Breed (Medium),Adult Dog (6 months+),Redeemed,02/08/2019,Transfer In,08/23/2019,Return to Owner/Guardian,196,196,0
GPG-A-31,Miss Bliss,Dog,"Terrier, Boston",Adult Dog (6 months+),Adopted,02/12/2019,Transfer In,10/25/2019,Adoption,256,196,60
GPG-A-57,Littlefoot-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,02/18/2019,Born In Care,07/17/2020,Adoption,516,190,1
GPG-A-36,Angie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,03/12/2019,Transfer In,02/14/2020,Adoption,340,168,172
GPG-A-58,Caleb,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,03/14/2019,Transfer In,10/08/2019,Adoption,209,166,43
GPG-A-59,Pickles,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,03/15/2019,Transfer In,10/27/2019,Adoption,227,165,63
GPG-A-146,Rodney,Dog,Rottweiler,Adult Dog (6 months+),Adopted,03/18/2019,Owner/Guardian Surrender,09/08/2019,Adoption,175,162,175
GPG-A-156,Cressalia - C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,04/13/2019,Stray,12/16/2019,Adoption,248,0,248
GPG-A-157,Luxio-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,04/13/2019,Stray,09/09/2019,Adoption,150,0,150
GPG-A-60,Easter,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,04/16/2019,Stray,09/03/2019,Adoption,141,141,9
GPG-A-61,Angela,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,04/22/2019,Owner/Guardian Surrender,09/12/2019,Adoption,144,127,17
GPG-A-63,Lonnie - C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,04/24/2019,Owner/Guardian Surrender,09/29/2019,Adoption,159,125,35
GPG-A-62,Linden - C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,04/24/2019,Owner/Guardian Surrender,10/24/2019,Adoption,184,125,59
GPG-A-64,Pepsi,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,05/19/2019,Owner/Guardian Surrender,09/09/2019,Adoption,114,100,15
GPG-A-65,Sharon-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/21/2019,Stray,09/28/2019,Adoption,131,98,34
GPG-A-66,Binnington-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/22/2019,Owner/Guardian Surrender,09/09/2019,Adoption,111,97,15
GPG-A-69,Pietrangelo-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/22/2019,Owner/Guardian Surrender,09/25/2019,Adoption,127,97,30
GPG-A-68,Dunn-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/22/2019,Owner/Guardian Surrender,09/04/2019,Adoption,106,97,10
GPG-A-67,Dot-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/22/2019,Owner/Guardian Surrender,01/06/2020,Adoption,230,97,133
GPG-A-148,Tarasenko-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,05/22/2019,Stray,09/09/2019,Adoption,110,97,110
GPG-A-70,Athea,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,05/31/2019,Transfer In,09/12/2019,Adoption,105,88,18
GPG-A-72,Dali,Dog,Collie,Adult Dog (6 months+),Adopted,06/06/2019,Owner/Guardian Surrender,09/20/2019,Adoption,107,82,26
GPG-A-71,Payton,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/06/2019,Stray,11/29/2019,Adoption,177,82,95
GPG-A-160,Cera-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/07/2019,Transfer In,01/10/2020,Adoption,218,0,218
GPG-A-73,Natalya,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,06/13/2019,Transfer In,09/16/2019,Adoption,96,75,21
GPG-A-74,Sis,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/15/2019,Owner/Guardian Surrender,10/20/2019,Adoption,128,74,56
GPG-A-147,Athena Celeste,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,06/18/2019,Stray,09/16/2019,Adoption,90,79,81
GPG-A-41,Trixie,Dog,Boxer,Adult Dog (6 months+),Adopted,06/19/2019,Owner/Guardian Surrender,12/09/2019,Adoption,174,69,106
GPG-A-77,Helena-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/22/2019,Stray,01/25/2020,Adoption,218,66,152
GPG-A-80,Alice-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/22/2019,Stray,09/21/2019,Adoption,92,66,27
GPG-A-86,Stanly,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,10/21/2019,Adoption,121,65,57
GPG-A-82,Kafka,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,09/09/2019,Adoption,79,65,15
GPG-A-85,Schnickelfritz,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,10/04/2019,Adoption,104,65,40
GPG-A-88,Tommy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,09/09/2019,Adoption,79,65,15
GPG-A-81,Dottie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,09/28/2019,Adoption,98,65,34
GPG-A-84,Rowe,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,10/04/2019,Adoption,104,65,40
GPG-A-87,Tobie,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,10/26/2019,Adoption,126,65,61
GPG-A-83,Moxie,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,06/23/2019,Born In Care,09/29/2019,Adoption,99,65,34
GPG-A-89,Edna,Dog,Shih Tzu,Adult Dog (6 months+),Adopted,06/26/2019,Stray,09/20/2019,Adoption,87,62,26
GPG-A-144,Wicki,Dog,Akita,Adult Dog (6 months+),Adopted,06/26/2019,Owner/Guardian Surrender,09/16/2019,Adoption,82,65,82
GPG-A-76,Leopold-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/30/2019,Stray,01/12/2020,Adoption,197,58,139
GPG-A-75,Mama Victoria-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/30/2019,Stray,01/17/2020,Adoption,202,59,144
GPG-A-79,Louise-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/30/2019,Stray,09/03/2019,Adoption,66,58,8
GPG-A-78,Albert-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,06/30/2019,Stray,11/03/2019,Adoption,127,58,70
GPG-A-90,Clam-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/02/2019,Owner/Guardian Surrender,03/03/2020,Adoption,246,56,190
GPG-A-93,Starfish-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/02/2019,Owner/Guardian Surrender,09/03/2019,Adoption,64,56,8
GPG-A-92,Manatee-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/02/2019,Owner/Guardian Surrender,03/03/2020,Adoption,246,56,190
GPG-A-91,Eel-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/02/2019,Owner/Guardian Surrender,10/14/2019,Adoption,105,56,49
GPG-A-162,Chicklet-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/03/2019,Stray,01/06/2020,Adoption,188,0,188
GPG-A-95,Evelyn,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,07/09/2019,Owner/Guardian Surrender,03/27/2020,Adoption,263,49,215
GPG-A-94,Etta,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,07/09/2019,Owner/Guardian Surrender,11/02/2019,Adoption,117,49,68
GPG-A-96,Lena,Dog,"Retriever, Labrador",Adult Dog (6 months+),Euthanasia,07/10/2019,Transfer In,10/23/2019,Euthanasia,106,77,48
GPG-A-97,Garrett,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,07/12/2019,Stray,09/25/2019,Adoption,76,46,30
GPG-A-98,Dempsey,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,07/13/2019,Stray,11/05/2019,Adoption,116,45,71
GPG-A-99,Garcia-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/14/2019,Stray,10/10/2019,Adoption,89,44,45
GPG-A-100,Louis-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/14/2019,Stray,01/23/2020,Adoption,194,44,151
GPG-A-101,Remington,Dog,Pointer,Adult Dog (6 months+),Adopted,07/15/2019,Transfer In,04/17/2020,Adoption,278,49,236
GPG-A-102,Belinda,Dog,"Terrier, Jack Russell",Adult Dog (6 months+),Adopted,07/17/2019,Owner/Guardian Surrender,10/07/2019,Adoption,83,42,41
GPG-A-103,Kaden,Dog,Boxer,Adult Dog (6 months+),Adopted,07/17/2019,Owner/Guardian Surrender,09/12/2019,Adoption,58,41,18
GPG-A-104,Danica,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,07/18/2019,Service In,11/01/2019,Adoption,107,40,33
GPG-A-105,Cookie-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/19/2019,Transfer In,02/23/2020,Adoption,220,39,181
GPG-A-106,Flapjack,Dog,Terrier,Adult Dog (6 months+),Adopted,07/19/2019,Stray,10/26/2019,Adoption,100,39,62
GPG-A-191,Oatmeal-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/19/2019,Transfer In,10/02/2019,Adoption,75,0,75
GPG-A-192,Macaroon-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Died,07/19/2019,Transfer In,08/02/2019,Died,15,0,0
GPG-A-193,Orea-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Died,07/19/2019,Transfer In,08/10/2019,Died,23,0,0
GPG-A-194,Snickerdoodle-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Died,07/19/2019,Transfer In,08/11/2019,Died,24,0,0
GPG-A-195,Biscotti-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Died,07/19/2019,Transfer In,07/30/2019,Died,12,0,0
GPG-A-107,Peggy,Dog,Chihuahua,Adult Dog (6 months+),Adopted,07/25/2019,Owner/Guardian Surrender,09/03/2019,Adoption,41,33,8
GPG-A-108,Twyla,Dog,Shih Tzu,Adult Dog (6 months+),Adopted,07/26/2019,Owner/Guardian Surrender,06/05/2020,Adoption,316,32,9
GPG-A-109,Lottie,Dog,Maltese,Adult Dog (6 months+),Euthanasia,07/27/2019,Stray,10/10/2019,Euthanasia,76,31,45
GPG-A-145,Mr. Meowgi,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/28/2019,Owner/Guardian Surrender,09/16/2019,Adoption,51,30,51
GPG-A-110,Pee Wee-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/29/2019,Owner/Guardian Surrender,09/11/2019,Adoption,45,29,17
GPG-A-111,Alonzo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,07/30/2019,Owner/Guardian Surrender,09/17/2019,Adoption,50,28,23
GPG-A-113,Bridget-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/31/2019,Owner/Guardian Surrender,10/04/2019,Adoption,66,27,40
GPG-A-112,Benjamin-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,07/31/2019,Owner/Guardian Surrender,10/04/2019,Adoption,66,27,40
GPG-A-114,Kit-C,Cat,Siamese,Adult Cat (6 months+),Adopted,08/01/2019,Transfer In,11/17/2019,Adoption,109,26,83
GPG-A-189,Cagney,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/02/2019,Born In Care,10/12/2019,Adoption,71,0,71
GPG-A-190,Lacey,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/02/2019,Born In Care,10/24/2019,Adoption,83,0,83
GPG-A-115,Felicia,Dog,Chihuahua,Adult Dog (6 months+),Adopted,08/07/2019,Owner/Guardian Surrender,09/06/2019,Adoption,31,20,11
GPG-A-117,Chris,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/08/2019,Transfer In,09/09/2019,Adoption,33,19,15
GPG-A-120,Lane,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/08/2019,Transfer In,11/25/2019,Adoption,110,19,91
GPG-A-116,Booker-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,08/08/2019,Transfer In,01/12/2020,Adoption,158,19,139
GPG-A-119,Fairy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/08/2019,Transfer In,09/26/2019,Adoption,50,19,32
GPG-A-50,Churrizo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/08/2019,Transfer In,11/21/2019,Adoption,106,19,88
GPG-A-118,Corbin,Dog,"Hound, Plott",Adult Dog (6 months+),Adopted,08/08/2019,Transfer In,09/09/2019,Adoption,33,19,14
GPG-A-121,Suki-C,Cat,Domestic Longhair,Adult Cat (6 months+),Redeemed,08/08/2019,Owner/Guardian Surrender,10/29/2019,Return to Owner/Guardian,83,19,15
GPG-A-122,Cow-C (Suki Baby 1),Cat,Domestic Longhair,Adult Cat (6 months+),Adopted,08/11/2019,Born In Care,10/09/2019,Adoption,60,16,45
GPG-A-125,Goat-C (Suki Baby 4),Cat,Domestic Longhair,Adult Cat (6 months+),Adopted,08/11/2019,Born In Care,10/10/2019,Adoption,61,16,45
GPG-A-124,Duck-C,Cat,Domestic Longhair,Adult Cat (6 months+),Adopted,08/11/2019,Born In Care,11/08/2019,Adoption,90,16,75
GPG-A-123,Pig-C (Suki Baby 2),Cat,Domestic Longhair,Adult Cat (6 months+),Adopted,08/11/2019,Born In Care,10/10/2019,Adoption,61,16,45
GPG-A-126,Horse-C (Suki Baby 5),Cat,Domestic Longhair,Adult Cat (6 months+),Died,08/11/2019,Born In Care,09/11/2019,Died,32,16,17
GPG-A-131,Norbert,Dog,"Terrier, American Staffordshire",Adult Dog (6 months+),Adopted,08/15/2019,Transfer In,09/16/2019,Adoption,33,12,21
GPG-A-127,Bay-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,08/15/2019,Transfer In,11/04/2019,Adoption,82,12,71
GPG-A-130,Laina,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/15/2019,Transfer In,10/02/2019,Adoption,49,12,38
GPG-A-129,Flo,Dog,"Cattle Dog, Australian (Blue Heeler)",Adult Dog (6 months+),Adopted,08/15/2019,Transfer In,09/05/2019,Adoption,22,12,10
GPG-A-132,Rosalita,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,08/15/2019,Transfer In,12/23/2019,Adoption,131,12,120
GPG-A-128,Brock,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/15/2019,Transfer In,09/15/2019,Adoption,32,12,20
GPG-A-133,Monster,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,08/16/2019,Stray,09/19/2019,Adoption,35,11,25
GPG-A-134,Franny,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,08/20/2019,Transfer In,09/18/2019,Adoption,30,11,30
GPG-A-136,Whopper,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/21/2019,Owner/Guardian Surrender,09/27/2019,Adoption,38,6,32
GPG-A-135,Ed,Dog,Hound,Adult Dog (6 months+),Adopted,08/21/2019,Owner/Guardian Surrender,09/29/2019,Adoption,40,6,34
GPG-A-137,Angelina,Dog,Husky,Adult Dog (6 months+),Adopted,08/22/2019,Transfer In,09/09/2019,Adoption,19,6,19
GPG-A-140,Inez,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/22/2019,Transfer In,09/20/2019,Adoption,30,16,30
GPG-A-139,Cornelia,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/22/2019,Transfer In,11/15/2019,Adoption,86,20,54
GPG-A-138,Baloo,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/22/2019,Transfer In,09/03/2019,Adoption,13,5,9
GPG-A-141,Roxanne,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/22/2019,Owner/Guardian Surrender,10/25/2019,Adoption,65,44,63
GPG-A-197,Peanut-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Died,08/22/2019,Stray,11/04/2019,Died,74,0,72
GPG-A-142,Loco,Dog,Shih Tzu,Adult Dog (6 months+),Adopted,08/23/2019,Owner/Guardian Surrender,10/04/2019,Adoption,43,4,40
GPG-A-143,Bellah,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/23/2019,Owner/Guardian Surrender,11/03/2019,Adoption,73,26,60
GPG-A-149,Shade,Dog,"Bulldog, American",Adult Dog (6 months+),Adopted,08/27/2019,Stray,09/08/2019,Adoption,12,6,6
GPG-A-150,Saucy,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,08/29/2019,Owner/Guardian Surrender,09/30/2019,Adoption,32,18,32
GPG-A-151,Shae,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,08/29/2019,Owner/Guardian Surrender,09/22/2019,Adoption,25,5,25
GPG-A-152,Shane,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,08/29/2019,Owner/Guardian Surrender,10/30/2019,Adoption,62,9,62
GPG-A-153,Thane,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,08/29/2019,Owner/Guardian Surrender,10/26/2019,Adoption,59,10,59
GPG-A-158,Arthur,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,08/30/2019,Transfer In,09/11/2019,Adoption,13,5,13
GPG-A-159,Twinkle-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,08/30/2019,Owner/Guardian Surrender,09/11/2019,Adoption,13,0,13
GPG-A-154,Melinda,Dog,"Retriever, Black Labrador",Adult Dog (6 months+),Adopted,08/30/2019,Owner/Guardian Surrender,10/21/2019,Adoption,52,1,52
GPG-A-155,Shandi,Dog,"Retriever, Labrador",Adult Dog (6 months+),Adopted,08/30/2019,Owner/Guardian Surrender,10/13/2019,Adoption,44,2,44
GPG-A-163,Gryffin,Dog,Rottweiler,Adult Dog (6 months+),Adopted,09/02/2019,Stray,10/15/2019,Adoption,43,7,43
GPG-A-188,Cortez-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,09/03/2019,Owner/Guardian Surrender,12/19/2019,Adoption,108,0,108
GPG-A-161,GPG-Stray-gp2,Dog,Akbash,Adult Dog (6 months+),Adopted,09/03/2019,Stray,09/03/2019,Adoption,1,0,1
GPG-A-164,Boscoe,Dog,"Corgi, Cardigan Welsh",Adult Dog (6 months+),Adopted,09/03/2019,Owner/Guardian Surrender,09/24/2019,Adoption,21,1,21
GPG-A-165,Colorado,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Transfer In,12/14/2019,Adoption,101,13,101
GPG-A-166,Denver,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Transfer In,10/04/2019,Adoption,30,1,30
GPG-A-167,Argus,Dog,"Malinois, Belgian",Adult Dog (6 months+),Adopted,09/05/2019,Transfer In,09/12/2019,Adoption,8,2,8
GPG-A-168,Nadine,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Owner/Guardian Surrender,09/25/2019,Adoption,21,1,21
GPG-A-169,Napa,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Owner/Guardian Surrender,09/15/2019,Adoption,11,1,11
GPG-A-170,Norm,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Owner/Guardian Surrender,09/19/2019,Adoption,15,1,15
GPG-A-172,Birds Eye,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/07/2019,Adoption,64,0,64
GPG-A-173,Chef Boyardee,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/08/2019,Adoption,64,0,64
GPG-A-174,Rocky,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/19/2019,Adoption,76,0,76
GPG-A-175,Vlasic,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/14/2019,Adoption,71,0,71
GPG-A-176,Angie's Boom Chicka Pop,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/17/2019,Adoption,74,0,74
GPG-A-177,Duncan Hines,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/07/2019,Adoption,64,0,64
GPG-A-178,Evol,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/10/2019,Adoption,66,0,66
GPG-A-179,Swiss Miss,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/05/2019,Born In Care,11/06/2019,Adoption,63,0,63
GPG-A-180,Cornelia?s Puppy 9,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Died,09/05/2019,Born In Care,09/05/2019,Died,1,0,1
GPG-A-183,Tundra,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Transfer In,10/01/2019,Adoption,26,6,26
GPG-A-184,Tacoma,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Transfer In,10/06/2019,Adoption,30,6,30
GPG-A-185,Avalon,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Transfer In,10/06/2019,Adoption,30,6,30
GPG-A-186,Highlander,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Transfer In,11/25/2019,Adoption,81,6,81
GPG-A-182,Camry,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Transfer In,10/24/2019,Adoption,49,5,49
GPG-A-181,Prius,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Transfer In,10/23/2019,Adoption,47,4,47
GPG-A-196,Montaria,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/06/2019,Stray,09/21/2019,Adoption,16,7,9
GPG-A-187,Ski,Dog,Cattle Dog,Adult Dog (6 months+),Redeemed,09/09/2019,Stray,09/23/2019,Return to Owner/Guardian,15,3,15
GPG-A-146-2,Rodney,Dog,Rottweiler,Adult Dog (6 months+),Adopted,09/10/2019,Return,11/23/2019,Adoption,75,0,75
GPG-A-200,Jacob,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/12/2019,Owner/Guardian Surrender,01/06/2020,Adoption,117,6,117
GPG-A-198,Lois,Dog,Boxer,Adult Dog (6 months+),Adopted,09/12/2019,Transfer In,01/06/2020,Adoption,117,7,117
GPG-A-64-2,Pepsi,Dog,"Shepherd, German",Adult Dog (6 months+),Adopted,09/12/2019,Return,09/19/2019,Adoption,1,0,1
GPG-A-201,Maybelle,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,09/12/2019,Owner/Guardian Surrender,10/07/2019,Adoption,25,5,25
GPG-A-202,Hendricks-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,09/12/2019,Owner/Guardian Surrender,01/05/2020,Adoption,116,0,116
GPG-A-203,Bombay-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,09/12/2019,Owner/Guardian Surrender,12/10/2019,Adoption,90,0,90
