Animal ID,Name,Species,Primary Breed,Age Group,Location,Intake Date,Intake Type,OutCome Date,OutCome Type,Days in Custody,Days on Site,Days Available
GPG-A-1153-5,Spot,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),N/A,3/8/2022,Owner/Guardian Surrender,-,-,386,64,386
GPG-A-2971,Titon,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,3/10/2022,Transfer In,5/3/2022,Adoption,55,29,55
GPG-A-3022,Vista,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,3/22/2022,Transfer In,7/25/2022,Adoption,126,11,123
GPG-A-2489-2,Jack,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,3/31/2022,Owner/Guardian Surrender,5/11/2022,Adoption,42,14,42
GPG-A-3145,Kleo-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,4/21/2022,Owner/Guardian Surrender,5/18/2022,Adoption,28,9,28
GPG-A-1566-3,Checo,Dog,"Bulldog, American",Adult Dog (6 months+),N/A,4/29/2022,Owner/Guardian Surrender,-,-,334,91,326
GPG-A-3238,Confetti-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,5/10/2022,Stray,-,-,323,36,317
GPG-A-3242,Gemstone-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,5/12/2022,Owner/Guardian Surrender,-,-,321,0,320
GPG-A-2489-3,Jack,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,5/12/2022,Return,8/5/2022,Adoption,85,14,85
GPG-A-3275,Trudy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),Adopted,5/16/2022,Stray,12/30/2022,Adoption,228,4,222
GPG-A-3292,Mother Goose-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,5/18/2022,Owner/Guardian Surrender,-,-,315,36,311
GPG-A-3428,Andy-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,6/14/2022,Owner/Guardian Surrender,-,-,288,7,288
GPG-A-3430,Sam-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,6/14/2022,Owner/Guardian Surrender,-,-,288,7,288
GPG-A-3433,Sable-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,6/14/2022,Stray,-,-,288,10,279
GPG-A-3443,Choc,Dog,"Terrier, American Pit Bull",Adult Dog (6 months+),N/A,6/16/2022,Transfer In,-,-,286,30,286
GPG-A-3451,Dyson,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),"Adoption Floor (Dog), Kennel 12",6/21/2022,Transfer In,-,-,281,43,281
GPG-A-3532,Egypt-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,6/29/2022,Owner/Guardian Surrender,-,-,273,7,242
GPG-A-3524,Tico,Dog,"Terrier, Pit Bull",Adult Dog (6 months+),Adopted,6/29/2022,Owner/Guardian Surrender,9/11/2022,Adoption,74,2,74
GPG-A-3629,Burmese-C,Cat,Domestic Shorthair,Adult Cat (6 months+),N/A,7/20/2022,Owner/Guardian Surrender,-,-,252,10,226
GPG-A-3680,Poncho,Dog,"Retriever, Labrador",Adult Dog (6 months+),N/A,7/28/2022,Owner/Guardian Surrender,-,-,244,4,15
